Test Description,Client,Hypothesis,Rationale,Walkthrough Video URL,Placement,Placement URL,Variants Weight,Primary Goals,Design Brief,Development Brief,Media/Links,GEOs,Devices,FIGMA Url,QA Report,QA Passed,PTA 1 Wk Loom URL,Post-Test Analysis (Loom),Describe what happened & what we learned,Next Steps (Action),Revenue Added (MRR) (K Format ),Goal Metric 1,Metric #1 Increase,Goal Metric 2,Metric #2 Increase,Confidence Level,Segment Deploy Applied to,Image Type,Control Image,Variant Image,Post-Test Analysis (Image),Convert Experiment ID,Created By,Record ID (from Brand Name),Brand Record ID,Sync to Schedule,Delete,Reason For Reject,Last Modified
PDP Best-Seller Variant Highlighting,Dr Woof Apparel,"Highlighting the ""Top 5"" best-selling variants (Navy, Black, Caribbean Blue, etc.) and hiding the rest behind a ""See More"" toggle will reduce choice paralysis and drive more conversions.","The 70% of revenue comes from the ""Core 3"" colors. Simplifying the view prioritizes these winners.",,PDP Variant Selector,drwoofapparel.com/products/,50/50,"CVR,Add to Cart Rate","Limit the initial variant grid to 5 thumbnails. Add a ""+ More Colors"" button that expands to show the full range.",,,All GEOs,All,,,,,,,,,,,,,,,,,,,,Drew Batcheller,recdcw1a3E21HYkYW,recdcw1a3E21HYkYW,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recvFuwsG78Lab62I&brand_name_clean=Dr%20Woof%20Apparel&brand_id=recdcw1a3E21HYkYW&test_description=PDP%20Best-Seller%20Variant%20Highlighting&hypothesis=Highlighting%20the%20%22Top%205%22%20best-selling%20variants%20%28Navy%2C%20Black%2C%20Caribbean%20Blue%2C%20etc.%29%20and%20hiding%20the%20rest%20behind%20a%20%22See%20More%22%20toggle%20will%20reduce%20choice%20paralysis%20and%20drive%20more%20conversions.&rationale=The%2070%25%20of%20revenue%20comes%20from%20the%20%22Core%203%22%20colors.%20Simplifying%20the%20view%20prioritizes%20these%20winners.&placement=PDP%20Variant%20Selector&variants_weight=50%2F50&category_primary_goals=CVR%2C%20Add%20to%20Cart%20Rate&design_brief=Limit%20the%20initial%20variant%20grid%20to%205%20thumbnails.%20Add%20a%20%22%2B%20More%20Colors%22%20button%20that%20expands%20to%20show%20the%20full%20range.&development_brief=&media_links=&geos=All%20GEOs&devices=All&placementURL=drwoofapparel.com%2Fproducts%2F&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recvFuwsG78Lab62I&type=deleteTestIdea,,2/9/2026 5:51pm
PDP Professional Trust Bar,Dr Woof Apparel,Adding a technical trust bar highlighting medical-grade quality will validate the premium price point for both healthcare pros and new demographics (travelers/athletes).,"Ron mentioned that their brand DNA is medical apparel. Highlighting ""50k+ Nurses"" and ""12-hour comfort"" anchors that quality.",,PDP (Below Buy Button),All PDPs,50/50,"CVR,Trust Score","Add a clean, 3-icon grid immediately below the ""Add to Cart"" button. Use thin, medical-style icons. Icons: 1. ""Medical-Grade Compression"", 2. ""Trusted by 50k+ Professionals"", 3. ""12hr Shift Comfort"".",,,International,All,,,,,,,,,,,,,,,,,,,,Drew Batcheller,recdcw1a3E21HYkYW,recdcw1a3E21HYkYW,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recwg2x0LZIR1W8Z4&brand_name_clean=Dr%20Woof%20Apparel&brand_id=recdcw1a3E21HYkYW&test_description=PDP%20Professional%20Trust%20Bar&hypothesis=Adding%20a%20technical%20trust%20bar%20highlighting%20medical-grade%20quality%20will%20validate%20the%20premium%20price%20point%20for%20both%20healthcare%20pros%20and%20new%20demographics%20%28travelers%2Fathletes%29.&rationale=Ron%20mentioned%20that%20their%20brand%20DNA%20is%20medical%20apparel.%20Highlighting%20%2250k%2B%20Nurses%22%20and%20%2212-hour%20comfort%22%20anchors%20that%20quality.&placement=PDP%20%28Below%20Buy%20Button%29&variants_weight=50%2F50&category_primary_goals=CVR%2C%20Trust%20Score&design_brief=Add%20a%20clean%2C%203-icon%20grid%20immediately%20below%20the%20%22Add%20to%20Cart%22%20button.%20Use%20thin%2C%20medical-style%20icons.%20Icons%3A%201.%20%22Medical-Grade%20Compression%22%2C%202.%20%22Trusted%20by%2050k%2B%20Professionals%22%2C%203.%20%2212hr%20Shift%20Comfort%22.&development_brief=&media_links=&geos=International&devices=All&placementURL=All%20PDPs&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recwg2x0LZIR1W8Z4&type=deleteTestIdea,,2/9/2026 5:49pm
Quantity Reward Offer Test (Gift vs. Discount),Dr Woof Apparel,"Testing a ""Buy 4, Get 1 Free"" or ""Free Shipping"" offer against the standard % discount will prove a higher emotional value, leading to more multi-unit orders.",Your founder suggested changing quantity break rewards from discounts to physical rewards or shipping benefits to test AOV impact.,,"PDP, Cart",Products & Cart,50/50,"AOV,Units per Order","Update the site-wide banner and the PDP quantity blocks to feature the ""FREE"" offer (e.g., ""Add 3 Pairs for FREE Shipping"").",,,All GEOs,All,,,,,,,,,,,,,,,,,,,,Drew Batcheller,recdcw1a3E21HYkYW,recdcw1a3E21HYkYW,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recWIdI28kXLaqIgl&brand_name_clean=Dr%20Woof%20Apparel&brand_id=recdcw1a3E21HYkYW&test_description=Quantity%20Reward%20Offer%20Test%20%28Gift%20vs.%20Discount%29&hypothesis=Testing%20a%20%22Buy%204%2C%20Get%201%20Free%22%20or%20%22Free%20Shipping%22%20offer%20against%20the%20standard%20%25%20discount%20will%20prove%20a%20higher%20emotional%20value%2C%20leading%20to%20more%20multi-unit%20orders.&rationale=Your%20founder%20suggested%20changing%20quantity%20break%20rewards%20from%20discounts%20to%20physical%20rewards%20or%20shipping%20benefits%20to%20test%20AOV%20impact.&placement=PDP%2C%20Cart&variants_weight=50%2F50&category_primary_goals=AOV%2C%20Units%20per%20Order&design_brief=Update%20the%20site-wide%20banner%20and%20the%20PDP%20quantity%20blocks%20to%20feature%20the%20%22FREE%22%20offer%20%28e.g.%2C%20%22Add%203%20Pairs%20for%20FREE%20Shipping%22%29.&development_brief=&media_links=&geos=All%20GEOs&devices=All&placementURL=Products%20%26%20Cart&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recWIdI28kXLaqIgl&type=deleteTestIdea,,2/9/2026 5:51pm
"Collection Page ""Pack First"" Merchandising",Dr Woof Apparel,"Forcing the first 4 slots on collection pages to be Bundles/Packs will anchor users at a higher price point, making single pairs look cheaper and bundles look like a better deal.","Connor identified a huge opportunity to push ""Black Socks Packs"" directly rather than just single pairs.",,Collection Product Grid,drwoofapparel.com/collections/,50/50,"AOV,Bundle CTR","Configure the product grid to inject the ""Core 3-Pack"" and ""Bestseller 6-Pack"" into the first four slots of the collection view.",,,All GEOs,All,,,,,,,,,,,,,,,,,,,,Drew Batcheller,recdcw1a3E21HYkYW,recdcw1a3E21HYkYW,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recr6BAR1pKJCW4Ud&brand_name_clean=Dr%20Woof%20Apparel&brand_id=recdcw1a3E21HYkYW&test_description=Collection%20Page%20%22Pack%20First%22%20Merchandising&hypothesis=Forcing%20the%20first%204%20slots%20on%20collection%20pages%20to%20be%20Bundles%2FPacks%20will%20anchor%20users%20at%20a%20higher%20price%20point%2C%20making%20single%20pairs%20look%20cheaper%20and%20bundles%20look%20like%20a%20better%20deal.&rationale=Connor%20identified%20a%20huge%20opportunity%20to%20push%20%22Black%20Socks%20Packs%22%20directly%20rather%20than%20just%20single%20pairs.&placement=Collection%20Product%20Grid&variants_weight=50%2F50&category_primary_goals=AOV%2C%20Bundle%20CTR&design_brief=Configure%20the%20product%20grid%20to%20inject%20the%20%22Core%203-Pack%22%20and%20%22Bestseller%206-Pack%22%20into%20the%20first%20four%20slots%20of%20the%20collection%20view.&development_brief=&media_links=&geos=All%20GEOs&devices=All&placementURL=drwoofapparel.com%2Fcollections%2F&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recr6BAR1pKJCW4Ud&type=deleteTestIdea,,2/9/2026 5:51pm
"Slide-out Cart ""Complete the Set"" Nudge",Dr Woof Apparel,"Adding a progress bar and ""Quick Add"" options for Navy, Black, and Caribbean Blue in the cart will nudge single-item buyers to complete a 3-pack set.","The ""Core 3"" colors drive the majority of revenue. This cart logic leans into that existing behavior.",,Cart Drawer,All pages,50/50,"Units per Order,AOV","Inside the slide-out cart, add a visual bar that fills as users add Core 3 items. Below the bar, show a ""Missing these?"" section with quick-add buttons for the other core colors.",,,International,All,,,,,,,,,,,,,,,,,,,,Drew Batcheller,recdcw1a3E21HYkYW,recdcw1a3E21HYkYW,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=reccScKu8LHZNKhVn&brand_name_clean=Dr%20Woof%20Apparel&brand_id=recdcw1a3E21HYkYW&test_description=Slide-out%20Cart%20%22Complete%20the%20Set%22%20Nudge&hypothesis=Adding%20a%20progress%20bar%20and%20%22Quick%20Add%22%20options%20for%20Navy%2C%20Black%2C%20and%20Caribbean%20Blue%20in%20the%20cart%20will%20nudge%20single-item%20buyers%20to%20complete%20a%203-pack%20set.&rationale=The%20%22Core%203%22%20colors%20drive%20the%20majority%20of%20revenue.%20This%20cart%20logic%20leans%20into%20that%20existing%20behavior.&placement=Cart%20Drawer&variants_weight=50%2F50&category_primary_goals=Units%20per%20Order%2C%20AOV&design_brief=Inside%20the%20slide-out%20cart%2C%20add%20a%20visual%20bar%20that%20fills%20as%20users%20add%20Core%203%20items.%20Below%20the%20bar%2C%20show%20a%20%22Missing%20these%3F%22%20section%20with%20quick-add%20buttons%20for%20the%20other%20core%20colors.&development_brief=&media_links=&geos=International&devices=All&placementURL=All%20pages&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=reccScKu8LHZNKhVn&type=deleteTestIdea,,2/9/2026 5:49pm
Replace sticky “Add to Cart”  copy,Fake Brand,"Replacing the sticky “Add to Cart” button with a floating one that includes a mini product image + “Only 3 left!” stock warning will boost mobile conversions by 22% by reducing friction and adding scarcity FOMO.
","Mobile users frequently abandon carts when the sticky Add to Cart button feels disconnected from the product. Adding a floating button with a mini product image keeps visual context, while the “Only 3 left!” scarcity trigger creates FOMO and urgency. This combo reduces decision friction and boosts impulse conversions on mobile.
",,Bottom Screen Floating Sticky,www.placementurl.com,50/50,CVR,www.fakeurl.com,www.fakeurl.com,www.medialinks.com,Canada,Desktop,www.fakeurl.com,,checked,www.fakeloomurl.com,www.fakeloomurl.com,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.

","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",$534532.00,AOV,48900%,AOV,33900%,0%,All Users,Mobile,Untitled-1.jpg (https://v5.airtableusercontent.com/v3/u/50/50/1772344800000/UCN4AHHhR_TwLpfGEjt20g/DyHPyFSfIFk_ZZCxxGHCTzA78GHE2k3DoqnUdpl4Qe41rlbjWY-AxvzNQ7kckGa0lq9tgfYS5WRRM1IsFE0kJr3KO1VafXNpKneqYSQ9dQccCEYcw050t8RZ62gPdAfcFDzdc2tZvWzK0gqrQyMZxw/-EO6lOXds_UIs22COiKgUmC0oSwybNMvVxF2FGkZ7ck),image4.jpg (https://v5.airtableusercontent.com/v3/u/50/50/1772344800000/0msuVUCmmi-97IZvqeIkjw/0ZP_QXcPTZPa93t1mxqPozCEnR0C6Zkw3g2QR1pi-rnowcfRaBeYJRHp_w5dTbkUg_1Su0WCDgJU-4bu9rUB6snvcmbviMnI0prR6w5ELRyHIz59spYzb1elWbe0uAMw0FzUoOgP5z7OrA-L8BnW6A/_cluSCApxJVgQxrdad8cTmdgAG7NMIic2vGA9GFlo2Y),image5.jpg (https://v5.airtableusercontent.com/v3/u/50/50/1772344800000/VHKm5OG86Hlrfr9JyGEt8w/LMm51MbQau6_5WxR6DdG3VuELtD9aqLt_kxlIaLGQNRhh33vwh53CDnzFsKKWmC9hgNt0_-qByTMin0Uz1yHLqjZMCS7QPcDx07c4ycytUtfxHCZyzz2oM0d3ZgMBhU3pY8KDySAHmEQfBjPqLQAiw/JICMbbnEM89THazCsp89Bbr1Q3eSPBHuYE2_3G3wjJg),1004144117,Jayden Grayston,recIB3UBx9nc2rYGu,recIB3UBx9nc2rYGu,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=rec6dSEJeUmNEpXxx&brand_name_clean=Fake%20Brand&brand_id=recIB3UBx9nc2rYGu&test_description=Replace%20sticky%20%E2%80%9CAdd%20to%20Cart%E2%80%9D%20%20copy&hypothesis=Replacing%20the%20sticky%20%E2%80%9CAdd%20to%20Cart%E2%80%9D%20button%20with%20a%20floating%20one%20that%20includes%20a%20mini%20product%20image%20%2B%20%E2%80%9COnly%203%20left%21%E2%80%9D%20stock%20warning%20will%20boost%20mobile%20conversions%20by%2022%25%20by%20reducing%20friction%20and%20adding%20scarcity%20FOMO.%0A&rationale=Mobile%20users%20frequently%20abandon%20carts%20when%20the%20sticky%20Add%20to%20Cart%20button%20feels%20disconnected%20from%20the%20product.%20Adding%20a%20floating%20button%20with%20a%20mini%20product%20image%20keeps%20visual%20context%2C%20while%20the%20%E2%80%9COnly%203%20left%21%E2%80%9D%20scarcity%20trigger%20creates%20FOMO%20and%20urgency.%20This%20combo%20reduces%20decision%20friction%20and%20boosts%20impulse%20conversions%20on%20mobile.%0A&placement=Bottom%20Screen%20Floating%20Sticky&variants_weight=50%2F50&category_primary_goals=CVR&design_brief=www.fakeurl.com&development_brief=www.fakeurl.com&media_links=www.medialinks.com&geos=Canada&devices=Desktop&placementURL=www.placementurl.com&walkthroughVideo=&figmaURL=www.fakeurl.com&qaReport=&pta1WKLoom=www.fakeloomurl.com&PTAFinalLoom=www.fakeloomurl.com&whatHappened=Lorem%20ipsum%20dolor%20sit%20amet%2C%20consectetur%20adipiscing%20elit.%20Sed%20do%20eiusmod%20tempor%20incididunt%20ut%20labore%20et%20dolore%20magna%20aliqua.%0A%0A&nextSteps=Lorem%20ipsum%20dolor%20sit%20amet%2C%20consectetur%20adipiscing%20elit.%20Sed%20do%20eiusmod%20tempor%20incididunt%20ut%20labore%20et%20dolore%20magna%20aliqua.&revenueAdded=534532&goal1=AOV&incrase1=489&goal2=AOV&incrase2=339&confidence=0&segment=All Users&imageType=Mobile&controlImage=All Users&variantImage=All Users&ptaImage=image5.jpg (https://dl.airtable.com/.directUrlUploadAttachment/a59218ec94590512a9e752c8551bde2c/688b582e)&convertID=1004144117,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=rec6dSEJeUmNEpXxx&type=deleteTestIdea,,2/6/2026 7:13am
Replace sticky “Add to Cart”  copy,Fake Brand,"Replacing the sticky “Add to Cart” button with a floating one that includes a mini product image + “Only 3 left!” stock warning will boost mobile conversions by 22% by reducing friction and adding scarcity FOMO.
","Mobile users frequently abandon carts when the sticky Add to Cart button feels disconnected from the product. Adding a floating button with a mini product image keeps visual context, while the “Only 3 left!” scarcity trigger creates FOMO and urgency. This combo reduces decision friction and boosts impulse conversions on mobile.
",,Bottom Screen Floating Sticky,www.placementurl.com,50/50,CVR,www.fakeurl.com,www.fakeurl.com,www.medialinks.com,Canada,Desktop,www.fakeurl.com,,checked,www.fakeloomurl.com,www.fakeloomurl.com,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.

","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",$534532.00,AOV,48900%,AOV,33900%,0%,All Users,Mobile,,,,recd0jk5OA6oFhDRd,Drew Batcheller,recIB3UBx9nc2rYGu,recIB3UBx9nc2rYGu,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recyhX15GI5Qzy023&brand_name_clean=Fake%20Brand&brand_id=recIB3UBx9nc2rYGu&test_description=Replace%20sticky%20%E2%80%9CAdd%20to%20Cart%E2%80%9D%20%20copy&hypothesis=Replacing%20the%20sticky%20%E2%80%9CAdd%20to%20Cart%E2%80%9D%20button%20with%20a%20floating%20one%20that%20includes%20a%20mini%20product%20image%20%2B%20%E2%80%9COnly%203%20left%21%E2%80%9D%20stock%20warning%20will%20boost%20mobile%20conversions%20by%2022%25%20by%20reducing%20friction%20and%20adding%20scarcity%20FOMO.%0A&rationale=Mobile%20users%20frequently%20abandon%20carts%20when%20the%20sticky%20Add%20to%20Cart%20button%20feels%20disconnected%20from%20the%20product.%20Adding%20a%20floating%20button%20with%20a%20mini%20product%20image%20keeps%20visual%20context%2C%20while%20the%20%E2%80%9COnly%203%20left%21%E2%80%9D%20scarcity%20trigger%20creates%20FOMO%20and%20urgency.%20This%20combo%20reduces%20decision%20friction%20and%20boosts%20impulse%20conversions%20on%20mobile.%0A&placement=Bottom%20Screen%20Floating%20Sticky&variants_weight=50%2F50&category_primary_goals=CVR&design_brief=www.fakeurl.com&development_brief=www.fakeurl.com&media_links=www.medialinks.com&geos=Canada&devices=Desktop&placementURL=www.placementurl.com&walkthroughVideo=&figmaURL=www.fakeurl.com&qaReport=&pta1WKLoom=www.fakeloomurl.com&PTAFinalLoom=www.fakeloomurl.com&whatHappened=Lorem%20ipsum%20dolor%20sit%20amet%2C%20consectetur%20adipiscing%20elit.%20Sed%20do%20eiusmod%20tempor%20incididunt%20ut%20labore%20et%20dolore%20magna%20aliqua.%0A%0A&nextSteps=Lorem%20ipsum%20dolor%20sit%20amet%2C%20consectetur%20adipiscing%20elit.%20Sed%20do%20eiusmod%20tempor%20incididunt%20ut%20labore%20et%20dolore%20magna%20aliqua.&revenueAdded=534532&goal1=AOV&incrase1=489&goal2=AOV&incrase2=339&confidence=0&segment=All Users&imageType=Mobile&controlImage=All Users&variantImage=All Users&ptaImage=&convertID=recd0jk5OA6oFhDRd,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recyhX15GI5Qzy023&type=deleteTestIdea,,2/10/2026 4:24am
High-Intent Before & After Anchor,The Ayurveda Experience,"Placing visual ""proof"" immediately after the claim will validate the product's efficacy before the user has a chance to bounce.","Skincare users prioritize visual evidence over text. Moving B&As higher addresses the ""does this actually work?"" objection early in the scroll.",,Directly below the Hero/Introduction section.,https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"CVR,RPV,PPV","Insert a ""Real Results"" section with a high-contrast Before & After carousel. Use clear ""Day 1"" and ""Day 28"" labels. Keep the background clean and clinical to emphasize the skin changes.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recZZcsAIr0H7rBt5&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=High-Intent%20Before%20%26%20After%20Anchor&hypothesis=Placing%20visual%20%22proof%22%20immediately%20after%20the%20claim%20will%20validate%20the%20product%27s%20efficacy%20before%20the%20user%20has%20a%20chance%20to%20bounce.&rationale=Skincare%20users%20prioritize%20visual%20evidence%20over%20text.%20Moving%20B%26As%20higher%20addresses%20the%20%22does%20this%20actually%20work%3F%22%20objection%20early%20in%20the%20scroll.&placement=Directly%20below%20the%20Hero%2FIntroduction%20section.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20RPV%2C%20PPV&design_brief=Insert%20a%20%22Real%20Results%22%20section%20with%20a%20high-contrast%20Before%20%26%20After%20carousel.%20Use%20clear%20%22Day%201%22%20and%20%22Day%2028%22%20labels.%20Keep%20the%20background%20clean%20and%20clinical%20to%20emphasize%20the%20skin%20changes.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recZZcsAIr0H7rBt5&type=deleteTestIdea,,1/19/2026 11:04pm
"""Tradition vs. Science"" Ingredient Grid",The Ayurveda Experience,"Grouping ingredients by ""Ayurvedic"" and ""Clinical"" satisfies both the holistic and results-oriented personas simultaneously.","The current list is a ""wall of text."" A grid or table allows users to self-segment and find the proof points they care about most.",,"Middle of page, replacing the long vertical ingredient descriptions.",https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,CVR,"Design a 2-column or 4-box grid. Column 1: ""The Ayurvedic Powerhouse"" (Lotus/Lily icons). Column 2: ""The Clinical Powerhouse"" (Ceramide/Kelp icons). Use short, 2-line descriptions for each.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=reciPpxOI0PcMqn7q&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=%22Tradition%20vs.%20Science%22%20Ingredient%20Grid&hypothesis=Grouping%20ingredients%20by%20%22Ayurvedic%22%20and%20%22Clinical%22%20satisfies%20both%20the%20holistic%20and%20results-oriented%20personas%20simultaneously.&rationale=The%20current%20list%20is%20a%20%22wall%20of%20text.%22%20A%20grid%20or%20table%20allows%20users%20to%20self-segment%20and%20find%20the%20proof%20points%20they%20care%20about%20most.&placement=Middle%20of%20page%2C%20replacing%20the%20long%20vertical%20ingredient%20descriptions.&variants_weight=50%2F50&category_primary_goals=CVR&design_brief=Design%20a%202-column%20or%204-box%20grid.%20Column%201%3A%20%22The%20Ayurvedic%20Powerhouse%22%20%28Lotus%2FLily%20icons%29.%20Column%202%3A%20%22The%20Clinical%20Powerhouse%22%20%28Ceramide%2FKelp%20icons%29.%20Use%20short%2C%202-line%20descriptions%20for%20each.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=reciPpxOI0PcMqn7q&type=deleteTestIdea,,1/19/2026 11:05pm
Dermatologist/Practitioner Authority Block,The Ayurveda Experience,"Adding an authoritative expert voice will increase the ""Believability"" score of the anti-aging claims.","Authority bias suggests users trust clinical endorsements more than peer reviews for technical skin concerns like ""crepey skin.""",,"Between the ""How it Works"" section and User Reviews.",https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"CVR,RPV","Add a clean block with a professional headshot of an Ayurvedic Practitioner or Dermatologist. Include a quote about why the ""String-to-Silk"" technology is superior for the delicate neck barrier.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=rec3s57dAuE3CVwMe&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Dermatologist%2FPractitioner%20Authority%20Block&hypothesis=Adding%20an%20authoritative%20expert%20voice%20will%20increase%20the%20%22Believability%22%20score%20of%20the%20anti-aging%20claims.&rationale=Authority%20bias%20suggests%20users%20trust%20clinical%20endorsements%20more%20than%20peer%20reviews%20for%20technical%20skin%20concerns%20like%20%22crepey%20skin.%22&placement=Between%20the%20%22How%20it%20Works%22%20section%20and%20User%20Reviews.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20RPV&design_brief=Add%20a%20clean%20block%20with%20a%20professional%20headshot%20of%20an%20Ayurvedic%20Practitioner%20or%20Dermatologist.%20Include%20a%20quote%20about%20why%20the%20%22String-to-Silk%22%20technology%20is%20superior%20for%20the%20delicate%20neck%20barrier.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=rec3s57dAuE3CVwMe&type=deleteTestIdea,,1/19/2026 11:08pm
